ENVIRONMENT,TEMP_C,HUMIDITY_PCT,ECO2_PPM,LUX,CO_PPM,NH3_PPM,NO2_PPM,DT_SCORE
dry_scrubland,36.935,21.465,447,75032.6,0.306,0.073,0.008,1
tundra_edge,3.456,59.869,404,6696.3,0.275,0.163,0.003,1
tropical_rainforest,24.456,93.628,413,5949.5,0.452,0.342,0.005,2
ammonia_leak,22.962,64.173,589,861.1,0.33,170.581,0.026,0
frozen_wasteland,-29.256,34.882,427,4317.5,0.242,0.065,0.005,0
tropical_rainforest,27.03,76.705,406,11567.8,0.212,0.698,0.002,2
frozen_wasteland,-23.777,12.041,421,4737.2,0.116,0.001,0.008,0
english_garden,15.579,45.617,476,17346.9,0.347,0.269,0.003,2
dry_scrubland,34.357,14.141,440,63717.4,0.119,0.082,0.006,1
frozen_wasteland,-32.311,19.892,409,4081.4,0.163,0.098,0.005,0
classroom,21.245,41.906,583,792.4,0.743,0.088,0.01,2
unventilated_room,21.219,42.344,3530,366.8,0.601,0.131,0.007,0
frozen_wasteland,-36.562,24.414,430,4827.4,0.076,0.02,0.002,0
unventilated_room,22.267,44.731,3128,493.3,0.67,0.483,0.025,0
unventilated_room,22.964,49.814,3321,262.7,0.872,0.393,0.01,0
industrial_exhaust,17.239,24.452,2971,23825.5,66.21,43.26,7.104,0
unventilated_room,22.935,41.952,4516,196.1,1.718,0.176,0.01,0
classroom,19.139,54.17,669,381.8,1.119,0.25,0.012,2
industrial_exhaust,34.083,38.874,2750,12653,136.884,15.236,3.252,0
diesel_exhaust_zone,29.116,41.568,566,23242.4,5.067,0.931,7.118,0
urban_roadside,15.201,66.317,475,12254.4,12.251,0.711,0.069,1
greenhouse,20.234,55.957,604,18679.7,0.391,1.094,0.016,2
unventilated_room,22.668,56.452,3062,115.3,1.3,0.49,0.013,0
underground_cave,11.617,92.031,1544,4.8,1.16,1.334,0.045,1
frozen_wasteland,-31.398,35.965,408,1981.2,0.166,0.057,0.001,0
tropical_rainforest,29.228,78.744,393,11458.4,0.322,0.884,0.001,2
underground_cave,13.339,92.862,1140,46.2,2.029,0.734,0.016,1
industrial_exhaust,31.039,55.951,3113,27063.4,79.8,41.648,8.308,0
tundra_edge,-0.049,63.93,409,15872.5,0.428,0.022,0.004,1
english_garden,16.23,52.604,470,24008.4,0.85,0.403,0.002,2
indoor_kitchen_cooking,26.679,51.602,1614,422.2,14.479,2.131,0.25,1
ammonia_leak,17.512,56.967,499,385.7,0.275,267.761,0.007,0
dry_scrubland,36.815,20.082,452,86183.2,0.546,0.111,0.017,1
indoor_kitchen_cooking,26.257,50.962,1334,570,9.544,0.966,0.202,1
dry_scrubland,35.472,21.416,426,55075.2,0.627,0.014,0.006,1
diesel_exhaust_zone,15.924,52.277,605,8285,1.955,0.639,5.766,0
frozen_wasteland,-18.145,24.247,407,3964.4,0.299,0.058,0.008,0
underground_cave,8.923,91.682,1480,28.8,1.735,2.374,0.041,1
underground_cave,10.427,86.815,2366,14.4,1.123,2.64,0.011,1
tropical_rainforest,28.455,86.876,417,13261,0.404,0.569,0.003,2
indoor_kitchen_cooking,24.894,69.914,965,391.3,6.121,1.92,0.227,1
urban_roadside,10.218,67.08,450,10203.4,8.574,0.155,0.058,1
diesel_exhaust_zone,29.772,41.516,580,13294.3,7.458,0.381,7.82,0
frozen_wasteland,-20.634,39.283,407,949.5,0.256,0.056,0.001,0
tundra_edge,-0.146,56.697,453,7502.6,0.367,0.124,0.005,1
tropical_rainforest,24.552,93.77,426,12696.4,0.478,0.674,0.004,2
tundra_edge,4.116,50.974,461,17685.7,0.347,0.193,0.003,1
urban_roadside,18.203,44.061,695,5206.8,6.997,0.478,0.24,1
indoor_kitchen_cooking,25.843,55.264,1225,277.2,10.455,2.647,0.263,1
unventilated_room,20.534,53.243,3164,489.7,1.178,0.138,0.005,0
tropical_rainforest,24.548,87.373,445,14957.6,0.331,0.154,0.004,2
tropical_rainforest,25.636,83.39,444,5983.8,0.18,0.577,0.005,2
underground_cave,13.735,84.846,2147,35.2,2.611,1.659,0.03,1
frozen_wasteland,-18.376,38.027,442,4135.1,0.045,0.098,0.005,0
volcanic_vent,79.508,51.875,6906,4779.7,40.816,2.159,4.473,0
english_garden,19.933,49.116,475,33879.4,0.156,0.051,0.009,2
tundra_edge,-1.415,60.803,426,13399.8,0.084,0.146,0.005,1
unventilated_room,25.766,54.313,4729,140.6,1.831,0.145,0.019,0
tundra_edge,4.915,67.667,432,1709.1,0.363,0.079,0.006,1
tropical_rainforest,25.167,81.355,422,14207.6,0.459,0.425,0.002,2
industrial_exhaust,28.439,32.048,3733,35134.3,196.393,47.457,1.948,0
industrial_exhaust,27.527,64.895,3915,18635.6,57.007,22.657,9.706,0
underground_cave,11.02,94.131,1800,25.9,1.471,0.65,0.039,1
diesel_exhaust_zone,20.491,57.691,463,24845.2,6.33,0.875,7.749,0
english_garden,18.974,60.146,418,35396.7,0.907,0.413,0.006,2
ammonia_leak,25.485,40.002,533,275.6,1.076,295.77,0.02,0
tropical_rainforest,26.346,90.95,418,14441.9,0.115,0.71,0.005,2
english_garden,17.407,55.829,497,26871.2,0.598,0.42,0.008,2
tundra_edge,-1.97,65.319,452,14458.9,0.337,0.061,0.01,1
indoor_kitchen_cooking,25.282,57.72,809,597,13.066,0.732,0.289,1
urban_roadside,10.65,49.805,675,17964.3,8.047,0.667,0.403,1
unventilated_room,22.078,40.417,4094,338.9,0.816,0.374,0.01,0
tundra_edge,3.21,58.726,436,12904.2,0.357,0.161,0.004,1
tropical_rainforest,26.676,76.85,384,9978.4,0.313,0.3,0.005,2
volcanic_vent,46.052,41.289,5148,20798.8,35.806,3.282,2.699,0
dry_scrubland,28.615,16.639,408,53659.2,0.679,0.358,0.006,1
dry_scrubland,32.538,20.05,463,93348.5,0.27,0.331,0.011,1
unventilated_room,22.067,46.775,4499,319.7,1.092,0.22,0.007,0
volcanic_vent,63.183,75.301,9659,10872.7,24.037,4.227,2.767,0
frozen_wasteland,-24.014,15.789,449,4688.4,0.158,0.026,0.002,0
urban_roadside,20.664,40.036,555,19031.6,12.309,0.378,0.349,1
greenhouse,21.137,66.792,619,46298.9,0.9,0.48,0.025,2
tropical_rainforest,25.675,89.6,432,4453.2,0.197,0.622,0.005,2
tropical_rainforest,29.082,88.715,435,5471.6,0.265,0.762,0.002,2
urban_roadside,24.631,69.297,660,15755,11.701,0.96,0.253,1
dry_scrubland,28.33,13.232,484,79318.5,0.45,0.151,0.016,1
indoor_kitchen_cooking,27.232,70.803,1134,292,9.789,1.303,0.267,1
ammonia_leak,25.919,51.18,596,642.9,0.166,487.769,0.041,0
indoor_kitchen_cooking,27.004,51.291,1499,396.6,13.017,1.894,0.172,1
urban_roadside,21.448,61.008,654,25341.8,23.581,0.157,0.467,1
dry_scrubland,36.785,18.17,462,51989.6,0.417,0.105,0.011,1
tundra_edge,2.728,53.054,467,14458.6,0.218,0.14,0.007,1
underground_cave,13.009,77.485,1834,26.5,0.512,2.064,0.017,1
indoor_kitchen_cooking,28.294,71.213,1180,204.1,14.531,1.196,0.218,1
diesel_exhaust_zone,19.392,66.314,483,17707.5,5.126,0.821,2.553,0
volcanic_vent,48.934,56.035,7918,5406.6,77.882,2.791,2.427,0
english_garden,19.449,58.869,465,39996.8,0.599,0.245,0.002,2
indoor_kitchen_cooking,23.632,54.078,1763,591,5.406,1.756,0.142,1
tundra_edge,3.348,61.575,456,11491.1,0.13,0.008,0.002,1
frozen_wasteland,-15.774,39.249,414,4761.6,0.166,0.012,0.001,0
tropical_rainforest,24.252,77.108,424,13192.2,0.46,0.241,0.002,2
frozen_wasteland,-35.168,28.422,400,4501.7,0.266,0.083,0.004,0
frozen_wasteland,-31.06,10.899,429,1850.2,0.271,0.066,0.001,0
dry_scrubland,36.73,15.416,404,85920,0.229,0.135,0.014,1
english_garden,15.666,53.535,467,19977.6,0.237,0.461,0.002,2
frozen_wasteland,-34.585,13.175,445,2041.6,0.071,0.098,0.002,0
greenhouse,20.742,64.885,745,44341.1,0.452,0.838,0.006,2
underground_cave,9.367,81.433,1992,18.3,2.554,2.463,0.022,1
industrial_exhaust,16.938,59.357,2081,15320.9,48.311,83.519,1.512,0
tropical_rainforest,28.59,76.665,398,3173.8,0.345,0.897,0.002,2
volcanic_vent,66.987,60.311,8474,11434.3,126.288,1.814,4.82,0
industrial_exhaust,24.122,23.353,3954,31141.9,89.411,35.563,8.689,0
volcanic_vent,52.23,83.344,7021,9355.1,57.566,3.923,2.95,0
tundra_edge,-4.841,59.503,423,1544.9,0.406,0.166,0.003,1
unventilated_room,20.038,50.245,4514,413.5,1.194,0.426,0.024,0
classroom,21.66,45.534,767,717.7,1.008,0.205,0.017,2
english_garden,18.382,49.744,457,26394,0.993,0.148,0.01,2
tundra_edge,-0.738,69.891,469,7375.9,0.49,0.031,0.002,1
english_garden,17.232,56.958,467,18261.3,0.372,0.072,0.007,2
diesel_exhaust_zone,24.994,55.68,687,25348.2,5.631,0.208,5.625,0
volcanic_vent,61.274,88.986,5262,21637,101.657,4.767,3.081,0
diesel_exhaust_zone,19.94,58.934,480,16151.7,1.76,0.908,4.65,0
industrial_exhaust,30.144,35.57,4926,8417.5,60.217,64.662,4.324,0
tropical_rainforest,25.869,90.989,450,7491.6,0.406,0.397,0.004,2
urban_roadside,12.725,43.741,461,8026.3,5.454,0.858,0.399,1
diesel_exhaust_zone,28.65,41.167,503,5506.5,2.257,0.192,2.409,0
english_garden,21.781,50.829,469,23712.2,0.618,0.121,0.004,2
volcanic_vent,55.081,30.295,3946,11873.4,112.146,3.954,4.33,0
english_garden,16.056,46.237,410,36772.1,0.409,0.357,0.006,2
tundra_edge,-0.316,54.593,460,15417.2,0.25,0.134,0.002,1
industrial_exhaust,17.053,34.157,3497,36509,79.605,20.161,1.991,0
industrial_exhaust,18.925,64.112,4947,7905.1,179.155,29.06,2.542,0
indoor_kitchen_cooking,22.388,57.626,1050,286.5,4.801,0.577,0.238,1
urban_roadside,11.959,53.115,461,15091.6,19.477,0.788,0.47,1
tropical_rainforest,28.208,90.829,389,4257.4,0.492,0.81,0.004,2
diesel_exhaust_zone,28.386,69.581,611,28739.7,3.99,0.389,5.619,0
classroom,19.356,53.923,730,774.5,0.765,0.122,0.015,2
unventilated_room,24.494,41.563,3675,275.6,0.6,0.118,0.01,0
frozen_wasteland,-23.73,14.688,441,4556.7,0.094,0.082,0.002,0
urban_roadside,14.537,69.687,600,5481.9,9.928,0.798,0.325,1
tropical_rainforest,26.848,92.351,449,1925.6,0.482,0.781,0.001,2
diesel_exhaust_zone,29.222,46.027,502,26143.7,6.374,0.515,3.383,0
indoor_kitchen_cooking,23.944,53.299,1381,380.4,10.089,2.605,0.167,1
dry_scrubland,33.979,22.953,492,60165.4,0.323,0.254,0.015,1
underground_cave,13.885,77.734,1552,35.9,2.968,1.164,0.022,1
diesel_exhaust_zone,27.124,59.049,658,20795.2,2.649,0.589,4.688,0
volcanic_vent,65.98,60.952,7321,24310.3,39.28,0.804,0.98,0
frozen_wasteland,-29.259,37.355,431,4030.1,0.218,0.069,0.008,0
dry_scrubland,36.229,18.584,473,78829,0.395,0.396,0.016,1
dry_scrubland,31.201,14.518,433,72707.1,0.137,0.321,0.013,1
tundra_edge,-0.003,52.129,427,14347.1,0.317,0.132,0.007,1
industrial_exhaust,26.595,47.672,3340,23271.7,171.501,66.473,9.914,0
underground_cave,9.692,77.009,1427,39.5,2.208,2.063,0.011,1
dry_scrubland,31.634,19.083,414,69771.4,0.337,0.411,0.012,1
english_garden,15.717,61.601,475,17526.7,0.999,0.225,0.004,2
tropical_rainforest,25.702,87.008,402,14666.5,0.25,0.599,0.002,2
unventilated_room,22.701,49.769,4344,426.7,1.397,0.344,0.02,0
classroom,20.254,51.145,742,660.1,1.161,0.193,0.013,2
greenhouse,20.669,56.385,762,25441.8,0.741,1.333,0.018,2
frozen_wasteland,-34.697,26.763,400,2730.3,0.255,0.089,0.003,0
indoor_kitchen_cooking,24.972,57.411,1129,584.3,10.108,1.22,0.087,1
urban_roadside,21.509,45.747,560,18534.1,21.738,0.991,0.244,1
ammonia_leak,29.21,43.106,476,977.5,1.446,207.084,0.033,0
industrial_exhaust,20.563,66.151,2677,15296.7,48.327,59.719,3.083,0
industrial_exhaust,17.617,41.719,2087,11573.7,119.335,22.666,4.581,0
ammonia_leak,17.276,43.062,667,514.2,1.924,257.908,0.005,0
unventilated_room,23.411,43.825,4628,451.4,0.834,0.394,0.029,0
tropical_rainforest,25.231,85.889,435,10128.5,0.364,0.899,0.004,2
tropical_rainforest,25.758,79.624,381,6231,0.235,0.604,0.003,2
diesel_exhaust_zone,19.351,62.522,578,17145.5,7.618,0.162,4.283,0
volcanic_vent,59.202,89.039,9825,16899.5,71.545,2.836,2.659,0
classroom,21.625,42.312,745,658.2,0.873,0.225,0.018,2
tundra_edge,-2.094,58.723,415,9966.8,0.053,0.123,0.009,1
classroom,21.957,42.69,746,490.1,0.95,0.082,0.018,2
diesel_exhaust_zone,24.346,47.84,453,6109.8,5.499,0.689,5.544,0
tundra_edge,-2.327,58.49,439,3447.5,0.412,0.111,0.009,1
tropical_rainforest,25.735,75.707,445,11492,0.377,0.607,0.001,2
volcanic_vent,66.673,84.587,9372,25201.3,55.166,4.883,3.852,0
english_garden,20.139,56.794,417,19730.9,0.685,0.019,0.009,2
ammonia_leak,22.746,77.753,430,155.9,1.422,336.774,0.012,0
diesel_exhaust_zone,16.624,57.085,612,27172.9,5.394,0.361,7.805,0
classroom,21.934,49.71,578,699.4,0.639,0.237,0.011,2
underground_cave,8.643,89.579,1549,44.3,2.544,1.69,0.043,1
ammonia_leak,20.757,42.386,488,872.8,0.418,498.845,0.004,0
diesel_exhaust_zone,19.338,44.48,481,17651,5.181,0.335,3.536,0
english_garden,15.935,48.064,475,27383.6,0.474,0.275,0.005,2
dry_scrubland,28.104,24.823,401,88805.7,0.364,0.403,0.006,1
diesel_exhaust_zone,21.431,49.271,505,17386.8,4.833,0.163,7.557,0
urban_roadside,13.193,60.39,630,23994.3,12.469,0.633,0.441,1
underground_cave,12.79,91.712,1294,14.8,2.431,1.662,0.009,1
greenhouse,25.58,57.217,788,47108.7,0.337,0.239,0.013,2
indoor_kitchen_cooking,26.565,45.015,1476,220.4,3.38,1.888,0.141,1
unventilated_room,21.866,45.265,3933,413.3,1.695,0.108,0.011,0
diesel_exhaust_zone,27.195,59.376,660,23116.4,2.344,0.953,2.622,0
dry_scrubland,37.728,21.144,433,53177.3,0.605,0.104,0.019,1
greenhouse,25.572,64.092,939,48850.3,0.209,0.686,0.02,2
diesel_exhaust_zone,23.283,63.484,687,24721.7,1.052,0.916,4.992,0
underground_cave,10.646,93.989,1965,7.5,0.516,1.416,0.028,1
classroom,20.366,40.442,895,490.8,1.369,0.034,0.012,2
underground_cave,9.44,82.414,1708,42.9,1.483,2.828,0.032,1
unventilated_room,24.879,48.407,4106,433.5,1.88,0.363,0.022,0
tropical_rainforest,29.668,94.212,387,11152.4,0.289,0.271,0.003,2
classroom,20.212,40.173,754,601.8,1.263,0.135,0.011,2
underground_cave,8.769,78.687,1961,6,2.178,0.831,0.007,1
industrial_exhaust,26.292,61.923,4603,2895.9,169.088,10.353,6.895,0
tundra_edge,1.867,61.649,477,2784.5,0.465,0.127,0.003,1
volcanic_vent,50.698,43.393,5553,6485.1,23.368,4.461,3.391,0
greenhouse,20.184,66.46,829,24580.4,0.771,1.233,0.01,2
diesel_exhaust_zone,25.874,45.078,549,25719.2,7.118,0.95,1.772,0
underground_cave,8.101,79.368,2062,8.5,2.893,2.66,0.028,1
industrial_exhaust,27.127,66.965,2271,33699.1,131.96,16.12,3.505,0
tropical_rainforest,24.696,92.902,430,9297.9,0.197,0.279,0.004,2
dry_scrubland,35.069,24.221,411,82192.5,0.438,0.029,0.007,1
urban_roadside,16.64,51.367,491,25226.8,16.366,0.159,0.19,1
frozen_wasteland,-37.068,11.678,403,22.3,0.117,0.054,0.006,0
ammonia_leak,27.73,40.086,462,957.7,0.937,201.898,0.023,0
english_garden,21.032,45.846,402,37477.2,0.876,0.288,0.006,2
classroom,19.056,50.828,765,386.4,1.012,0.055,0.006,2
dry_scrubland,36.187,17.752,428,75631.4,0.39,0.456,0.003,1
underground_cave,11.812,77.366,1794,34.1,2.102,2.454,0.008,1
tundra_edge,-1.74,69.836,445,9416.1,0.25,0.12,0.01,1
greenhouse,22.561,55.626,840,28310,0.943,0.67,0.016,2
indoor_kitchen_cooking,24.167,52.744,1544,490.2,12.307,1.193,0.225,1
indoor_kitchen_cooking,26.13,58.304,1625,440,13.505,1.967,0.181,1
classroom,19.034,45.807,697,346.2,1.464,0.242,0.015,2
indoor_kitchen_cooking,25.295,65.795,1060,556.6,12.057,0.548,0.119,1
frozen_wasteland,-26.169,16.977,429,586.6,0.062,0.095,0.006,0
volcanic_vent,52.166,59.691,7983,22967.9,106.696,4.129,2.141,0
frozen_wasteland,-22.389,38.578,429,1885.8,0.015,0.07,0.009,0
industrial_exhaust,21.398,64.447,2275,28094.4,91.217,73.645,2.815,0
indoor_kitchen_cooking,24.723,60.252,1488,547,10.927,1.55,0.066,1
frozen_wasteland,-17.834,11.375,422,3136,0.204,0.04,0.009,0
urban_roadside,17.503,66.455,575,13475,9.349,0.493,0.085,1
diesel_exhaust_zone,25.488,43.434,663,12274,6.538,0.647,7.055,0
diesel_exhaust_zone,15.524,69.609,677,25990.7,6.172,0.526,2.609,0
ammonia_leak,25.979,72.224,767,255.7,0.062,305.798,0.011,0
ammonia_leak,17.781,40.856,422,674,0.045,255.574,0.002,0
greenhouse,24.829,56.55,650,18849.7,0.594,0.286,0.021,2
urban_roadside,18.094,45.865,694,12360.7,13.299,0.914,0.058,1
frozen_wasteland,-20.312,18.545,412,2428.4,0.145,0.038,0.005,0
classroom,22.143,52.047,744,378.6,1.448,0.294,0.015,2
volcanic_vent,77.648,30.985,5004,11158.5,120.489,3.808,4.713,0
underground_cave,9.887,86.576,1199,24,1.186,1.624,0.011,1
unventilated_room,22.834,58.639,4144,130.4,1.806,0.328,0.021,0
greenhouse,24.682,56.614,688,31561.2,0.419,1.255,0.021,2
dry_scrubland,30.639,23.335,490,99425.1,0.449,0.064,0.001,1
urban_roadside,24.537,49.075,586,17316,13.06,0.671,0.423,1
dry_scrubland,31.251,12.309,489,93078.7,0.282,0.385,0.012,1
industrial_exhaust,22.858,53.852,1958,10350.1,47.778,75.974,4.747,0
english_garden,16.559,45.069,402,17547.6,0.706,0.272,0.006,2
english_garden,18.4,53.841,427,32158.2,0.202,0.215,0.004,2
tundra_edge,2.976,69.132,458,11642.3,0.478,0.114,0.004,1
indoor_kitchen_cooking,24.244,71.258,830,361.6,9.678,2.529,0.235,1
tropical_rainforest,28.089,81.242,403,9808.3,0.069,0.944,0.003,2
volcanic_vent,56.567,78.645,7065,26385.7,135.462,1.791,4.638,0
dry_scrubland,30.134,12.321,477,71624.8,0.538,0.39,0.018,1
greenhouse,22.838,68.858,756,15347.6,0.805,0.976,0.007,2
indoor_kitchen_cooking,22.961,74.012,1587,458,3.652,1.953,0.282,1
diesel_exhaust_zone,18.217,43.291,492,7391,3.308,0.581,2.763,0
tropical_rainforest,26.499,76.537,434,10476.7,0.449,0.123,0.004,2
volcanic_vent,71.705,53.043,4238,19770.5,18.383,3.538,2.157,0
frozen_wasteland,-23.092,24.272,410,383.6,0.265,0.016,0.003,0
dry_scrubland,34.709,15.619,430,61338.2,0.521,0.495,0.015,1
dry_scrubland,33.778,20.622,483,51084,0.385,0.069,0.001,1
tundra_edge,-2.802,53.101,436,6318.9,0.211,0.092,0.005,1
diesel_exhaust_zone,21.684,62.444,507,20514.8,6.644,0.199,6.464,0
tropical_rainforest,26.616,91.881,435,11995.3,0.293,0.103,0.005,2
volcanic_vent,57.627,58.129,3428,10880.2,82.356,3.131,3.966,0
volcanic_vent,75.371,81.846,3549,26206.5,58.876,3.331,0.735,0
underground_cave,9.923,84.755,2020,41.2,1.061,0.985,0.033,1
unventilated_room,25.945,49.071,3123,444.7,1.939,0.485,0.011,0
underground_cave,9.479,93.021,1703,26.4,1.744,0.781,0.027,1
dry_scrubland,31.575,11.317,465,93954.9,0.648,0.081,0.019,1
greenhouse,21.503,57.091,683,35668.3,0.575,1.316,0.024,2
diesel_exhaust_zone,27.105,50.427,639,20865,6.51,0.203,3.417,0
frozen_wasteland,-34.923,27.021,408,1848.2,0.255,0.06,0.004,0
volcanic_vent,40.063,45.91,9580,15493.8,77.725,1.325,1.205,0
indoor_kitchen_cooking,25.531,62.735,897,246.6,10.989,0.642,0.225,1
ammonia_leak,27.402,76.083,487,811,0.091,254.944,0.009,0
underground_cave,9.991,84.133,1057,33.7,0.92,2.749,0.013,1
greenhouse,27.448,64.791,989,43833.4,0.23,0.365,0.023,2
volcanic_vent,75.6,59.785,7561,11901,109.274,4.479,0.789,0
dry_scrubland,34.633,11.245,486,82695.5,0.292,0.419,0.001,1
english_garden,20.35,53.248,484,15405.9,0.736,0.005,0.006,2
tundra_edge,3.5,72.627,427,5062.8,0.465,0.038,0.01,1
greenhouse,22.996,60.932,661,22153.5,0.134,1.4,0.02,2
indoor_kitchen_cooking,26.42,63.763,1172,572.8,4.17,2.057,0.175,1
unventilated_room,20.473,42.093,4108,359.1,0.549,0.114,0.028,0
volcanic_vent,58.968,87.015,5881,29616,100.278,2.864,4.069,0
tundra_edge,-2.411,68.901,436,16821.8,0.256,0.173,0.005,1
classroom,20.615,52.738,542,413.1,0.522,0.198,0.01,2
english_garden,17.964,64.766,444,39912.6,0.665,0.417,0.003,2
underground_cave,12.162,77.33,1193,39,0.545,0.605,0.014,1
greenhouse,26.564,67.099,768,20372.2,0.993,0.764,0.006,2
volcanic_vent,75.882,44.078,9793,17443.2,100.211,1.801,3.837,0
underground_cave,11.393,93.65,1100,38.9,0.557,2.841,0.035,1
ammonia_leak,18.5,66.058,659,339.9,0.049,420.336,0.031,0
industrial_exhaust,25.972,43.501,1902,1611.2,54.383,51.687,8.007,0
industrial_exhaust,15.137,24.205,4354,38497.6,149.406,45.709,6.195,0
diesel_exhaust_zone,20.027,68.214,615,23796.7,2.405,0.692,2.033,0
greenhouse,27.337,61.542,899,31966.6,0.161,0.913,0.011,2
indoor_kitchen_cooking,24.448,73.496,1184,443.9,14.776,1.923,0.226,1
classroom,21.317,49.373,674,361.3,1.073,0.283,0.013,2
ammonia_leak,28.65,56.658,430,551.1,1.179,277.775,0.038,0
english_garden,18.342,48.989,496,18277.4,0.681,0.454,0.002,2
english_garden,17.368,55.462,470,11047.7,0.696,0.124,0.004,2
greenhouse,27.365,56.575,753,40981.9,0.217,0.79,0.021,2
underground_cave,12.436,91.935,2184,41.5,1.055,2.852,0.03,1
industrial_exhaust,17.34,59.01,1804,25847.6,40.064,44.458,6.057,0
diesel_exhaust_zone,22.342,63.607,527,8138.7,1.754,0.853,4.178,0
volcanic_vent,59.984,64.258,7422,13049.9,149.824,1.644,3.434,0
classroom,20.3,39.999,728,536,0.409,0.111,0.016,2
tundra_edge,-1.998,51.039,475,16914.4,0.442,0.183,0.001,1
tropical_rainforest,28.034,94.627,426,14416.6,0.277,0.725,0.002,2
frozen_wasteland,-22.854,14.816,446,2350.7,0.158,0.071,0.008,0
diesel_exhaust_zone,22.546,40.083,668,15618.8,3.645,0.649,5.513,0
diesel_exhaust_zone,28.661,45.01,574,25279.5,7.597,0.489,5.401,0
unventilated_room,24.03,43.517,3154,285.7,1.442,0.187,0.017,0
tropical_rainforest,28.908,84.641,420,14090.6,0.212,0.714,0.003,2
volcanic_vent,76.331,30.234,6313,22571.3,13.699,2.652,4.591,0
greenhouse,22.903,61.67,709,45409.9,0.303,0.213,0.014,2
industrial_exhaust,24.882,21.329,4123,4254.2,108.579,19.974,8.229,0
ammonia_leak,27.507,40.18,636,713,0.564,269.354,0.046,0
diesel_exhaust_zone,19.669,47.533,467,15648.1,6.413,0.704,1.812,0
indoor_kitchen_cooking,29.039,51.553,1611,482.6,12.9,1.286,0.061,1
ammonia_leak,26.441,45.23,739,227.8,0.696,295.826,0.004,0
greenhouse,27.839,65.123,745,34055,0.481,1.429,0.005,2
tundra_edge,-2.18,50.417,472,17601.5,0.125,0.144,0.008,1
volcanic_vent,75.713,56.933,6664,16074.4,84.151,1.273,1.54,0
classroom,19.05,41.812,639,522.2,0.854,0.223,0.008,2
underground_cave,8.838,83.064,2295,33.6,1.991,1.361,0.03,1
ammonia_leak,15.356,58.088,482,174.3,0.103,485.223,0.04,0
classroom,19.144,48.438,779,467.8,1.264,0.256,0.017,2
urban_roadside,20.03,47.005,506,21929.2,20.568,0.55,0.439,1
dry_scrubland,36.108,20.338,473,82891.4,0.115,0.196,0.002,1
classroom,19.023,50.515,823,752.7,1.227,0.013,0.008,2
dry_scrubland,32.96,10.745,438,95160.9,0.652,0.181,0.007,1
english_garden,18.77,63.66,470,12392.7,0.654,0.293,0.003,2
underground_cave,8.895,86.544,2169,36.5,1.967,1.371,0.006,1
indoor_kitchen_cooking,27.852,54.059,1718,285.2,11.512,2.424,0.179,1
urban_roadside,22.392,59.771,664,21832.4,8.317,0.881,0.139,1
industrial_exhaust,18.242,59.327,2891,10937,179.115,95.519,6.074,0
frozen_wasteland,-23.735,36.345,424,1228.6,0.054,0.041,0.008,0
indoor_kitchen_cooking,29.048,63.781,1289,596.7,14.659,2.279,0.224,1
indoor_kitchen_cooking,23.173,59.091,969,241.3,6.582,2.398,0.111,1
volcanic_vent,42.889,77.168,4267,15319.4,130.334,3.56,1.124,0
greenhouse,25.544,65.659,701,34604.1,0.509,1.419,0.021,2
tundra_edge,-4.237,70.036,464,11780.3,0.409,0.035,0.008,1
